"ref_area.label","source.label","indicator.label","time","obs_value","note_indicator.label","note_source.label"
"Malawi","LFS - Labour Force Survey","Trade union density rate (%)","2013",8.85,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2018",8.698,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2017",8.676,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2016",8.808,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2015",8.784,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2014",8.906,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2013",9.08,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2012",9.249,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2011",8.437,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2010",9.115,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2009",9.895,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2008",10.132,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2007",10.269,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2006",10.502,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2005",10.038,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2004",10.519,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2003",10.489,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2002",11.028,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2001",11.123,,
"Malaysia","OS - Estimations based on Administrative data","Trade union density rate (%)","2000",10.665,,
"Namibia","LFS - Labour Force Survey","Trade union density rate (%)","2018",18.305,,
"Namibia","LFS - Labour Force Survey","Trade union density rate (%)","2016",17.606,,
"Namibia","LFS - Labour Force Survey","Trade union density rate (%)","2004",30.5,,
"Namibia","LFS - Labour Force Survey","Trade union density rate (%)","2000",48,,
"Niger","OE - Official Estimates on Employment","Trade union density rate (%)","2012",26.995,,
"Nigeria","OS - Estimations based on administrative data","Trade union density rate (%)","2008",9.943,,
"Nicaragua","ADM - Administrative Records of the Trade Unions' Directorates","Trade union density rate (%)","2010",5.3,,
"Nicaragua","ADM - Administrative Records of the Trade Unions' Directorates","Trade union density rate (%)","2009",6.7,,
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2019",15.387,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2018",16.509,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2017",16.801,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2016",17.324,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2015",17.72,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2014",18.133,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2013",18.208,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2012",18.847,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2011",19.344,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2010",19.275,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2009",19.159,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2008",19.247,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2007",19.362,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2006",20.336,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2005",20.996,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2004",21.3,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2003",20.948,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2002",21.415,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2001",21.566,"Trade union membership coverage: Adjusted for the right to unionize",
"Netherlands","ADM - Records of the Ministry of Social Affairs and Employment","Trade union density rate (%)","2000",22.328,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2019",50.404,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2018",49.877,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2017",49.98,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2016",49.992,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2015",49.776,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2014",50.074,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2013",49.818,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2012",49.927,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2011",49.932,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2010",50.524,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2009",50.32,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2008",49.793,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2007",50.066,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2006",51.108,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2005",51.192,"Trade union membership coverage: Adjusted for the right to unionize",
"Norway","ADM - Records of associations of wage earners and employers' associations","Trade union density rate (%)","2004",51.535,"Trade union membership coverage: Adjusted for the right to unionize",
